1422.11,QQQ,TQQQ,SOXL,TECL,SGOV
2010-01-04,46.42,,,1.03,
2010-01-05,46.42,,,1.03,
2010-01-06,46.14,,,1.01,
2010-01-07,46.17,,,1.0,
2010-01-08,46.55,,,1.02,
2010-01-11,46.36,,,1.0,
2010-01-12,45.78,,,0.97,
2010-01-13,46.35,,,0.99,
2010-01-14,46.39,,,1.02,
2010-01-15,45.85,,,0.98,
2010-01-19,46.59,,,1.01,
2010-01-20,45.92,,,0.98,
2010-01-21,45.49,,,0.95,
2010-01-22,44.16,,,0.84,
2010-01-25,44.31,,,0.85,
2010-01-26,44.35,,,0.85,
2010-01-27,44.7,,,0.87,
2010-01-28,43.55,,,0.79,
2010-01-29,42.79,,,0.74,
2010-02-01,43.26,,,0.77,
2010-02-02,43.65,,,0.79,
2010-02-03,43.89,,,0.8,
2010-02-04,42.62,,,0.74,
2010-02-05,42.98,,,0.76,
2010-02-08,42.67,,,0.75,
2010-02-09,43.11,,,0.77,
2010-02-10,43.02,,,0.76,
2010-02-11,43.67,0.22,,0.8,
2010-02-12,43.76,0.22,,0.8,
2010-02-16,44.32,0.23,,0.84,
2010-02-17,44.57,0.23,,0.85,
2010-02-18,44.85,0.23,,0.87,
2010-02-19,44.83,0.23,,0.86,
2010-02-22,44.74,0.23,,0.86,
2010-02-23,44.16,0.22,,0.82,
2010-02-24,44.61,0.23,,0.85,
2010-02-25,44.6,0.23,,0.84,
2010-02-26,44.76,0.23,,0.84,
2010-03-01,45.41,0.24,,0.88,
2010-03-02,45.55,0.24,,0.87,
2010-03-03,45.6,0.25,,0.87,
2010-03-04,45.75,0.25,,0.89,
2010-03-05,46.44,0.26,,0.92,
2010-03-08,46.53,0.26,,0.93,
2010-03-09,46.79,0.26,,0.94,
2010-03-10,47.17,0.27,,0.96,
2010-03-11,47.35,0.27,0.66,0.97,
2010-03-12,47.36,0.27,0.64,0.97,
2010-03-15,47.24,0.27,0.62,0.96,
2010-03-16,47.54,0.28,0.67,0.98,
2010-03-17,47.67,0.28,0.7,1.0,
2010-03-18,47.83,0.28,0.68,1.0,
2010-03-19,47.49,0.28,0.65,0.97,
2010-03-22,47.92,0.29,0.7,1.0,
2010-03-23,48.25,0.29,0.74,1.0,
2010-03-24,48.02,0.29,0.7,0.98,
2010-03-25,47.95,0.29,0.7,0.99,
2010-03-26,48.0,0.29,0.69,0.98,
2010-03-29,48.23,0.29,0.71,0.98,
2010-03-30,48.39,0.29,0.72,0.99,
2010-03-31,48.16,0.29,0.71,0.98,
2010-04-01,48.16,0.29,0.71,0.97,
2010-04-05,48.61,0.3,0.77,1.01,
2010-04-06,48.75,0.3,0.76,1.01,
2010-04-07,48.63,0.3,0.77,1.01,
2010-04-08,48.74,0.3,0.74,1.01,
2010-04-09,49.03,0.3,0.76,1.03,
2010-04-12,49.07,0.31,0.78,1.04,
2010-04-13,49.32,0.31,0.79,1.05,
2010-04-14,49.91,0.32,0.89,1.11,
2010-04-15,50.13,0.33,0.9,1.13,
2010-04-16,49.53,0.31,0.87,1.08,
2010-04-19,49.5,0.31,0.84,1.08,
2010-04-20,49.75,0.32,0.88,1.1,
2010-04-21,50.03,0.32,0.85,1.11,
2010-04-22,50.31,0.33,0.9,1.12,
2010-04-23,50.52,0.33,0.91,1.13,
2010-04-26,50.41,0.33,0.91,1.13,
2010-04-27,49.34,0.31,0.82,1.06,
2010-04-28,49.37,0.31,0.83,1.07,
2010-04-29,50.23,0.33,0.86,1.1,
2010-04-30,49.24,0.31,0.75,1.03,
2010-05-03,49.93,0.32,0.8,1.07,
2010-05-04,48.43,0.29,0.7,0.98,
2010-05-05,48.18,0.29,0.67,0.96,
2010-05-06,46.57,0.26,0.62,0.86,
2010-05-07,45.41,0.24,0.58,0.8,
2010-05-10,47.77,0.28,0.68,0.92,
2010-05-11,47.72,0.28,0.67,0.91,
2010-05-12,48.62,0.29,0.72,0.98,
2010-05-13,47.85,0.28,0.66,0.94,
2010-05-14,46.93,0.26,0.6,0.89,
2010-05-17,47.08,0.26,0.63,0.89,
2010-05-18,46.43,0.25,0.58,0.86,
2010-05-19,46.06,0.25,0.59,0.84,
2010-05-20,44.35,0.22,0.54,0.75,
2010-05-21,44.84,0.22,0.57,0.77,
2010-05-24,44.66,0.23,0.54,0.75,
2010-05-25,44.7,0.22,0.55,0.75,
2010-05-26,44.2,0.22,0.55,0.73,
2010-05-27,45.87,0.24,0.63,0.81,
2010-05-28,45.6,0.24,0.6,0.79,
2010-06-01,45.18,0.23,0.56,0.76,
2010-06-02,46.25,0.25,0.62,0.82,
2010-06-03,46.69,0.25,0.65,0.84,
2010-06-04,45.09,0.23,0.56,0.76,
2010-06-07,44.27,0.21,0.5,0.72,
2010-06-08,44.19,0.21,0.49,0.71,
2010-06-09,43.82,0.21,0.48,0.7,
2010-06-10,45.07,0.23,0.54,0.75,
2010-06-11,45.5,0.23,0.56,0.77,
2010-06-14,45.49,0.23,0.57,0.77,
2010-06-15,46.71,0.25,0.67,0.84,
2010-06-16,46.9,0.25,0.67,0.85,
2010-06-17,47.05,0.26,0.67,0.86,
2010-06-18,47.0,0.26,0.67,0.86,
2010-06-21,46.6,0.25,0.65,0.83,
2010-06-22,46.24,0.24,0.61,0.8,
2010-06-23,46.05,0.24,0.62,0.79,
2010-06-24,45.35,0.23,0.57,0.75,
2010-06-25,45.27,0.23,0.57,0.74,
2010-06-28,45.11,0.23,0.57,0.74,
2010-06-29,43.37,0.2,0.5,0.66,
2010-06-30,42.71,0.19,0.47,0.62,
2010-07-01,42.59,0.19,0.47,0.62,
2010-07-02,42.47,0.19,0.47,0.61,
2010-07-06,42.6,0.19,0.47,0.63,
2010-07-07,43.96,0.21,0.54,0.7,
2010-07-08,44.2,0.21,0.54,0.71,
2010-07-09,44.62,0.22,0.55,0.72,
2010-07-12,44.75,0.22,0.58,0.73,
2010-07-13,45.33,0.23,0.61,0.77,
2010-07-14,45.56,0.23,0.61,0.79,
2010-07-15,45.6,0.23,0.6,0.79,
2010-07-16,44.34,0.21,0.54,0.72,
2010-07-19,44.72,0.22,0.58,0.75,
2010-07-20,45.26,0.23,0.58,0.76,
2010-07-21,44.64,0.22,0.55,0.73,
2010-07-22,45.77,0.23,0.6,0.78,
2010-07-23,46.06,0.24,0.61,0.8,
2010-07-26,46.44,0.24,0.63,0.82,
2010-07-27,46.42,0.24,0.62,0.82,
2010-07-28,46.05,0.24,0.59,0.79,
2010-07-29,45.71,0.23,0.55,0.77,
2010-07-30,45.81,0.23,0.54,0.76,
2010-08-02,46.67,0.25,0.56,0.81,
2010-08-03,46.47,0.24,0.55,0.8,
2010-08-04,46.94,0.25,0.56,0.82,
2010-08-05,46.83,0.25,0.55,0.81,
2010-08-06,46.76,0.25,0.55,0.8,
2010-08-09,47.08,0.25,0.56,0.81,
2010-08-10,46.67,0.25,0.52,0.77,
2010-08-11,45.4,0.23,0.45,0.71,
2010-08-12,45.04,0.22,0.44,0.67,
2010-08-13,44.72,0.22,0.42,0.66,
2010-08-16,44.8,0.22,0.43,0.67,
2010-08-17,45.37,0.23,0.44,0.69,
2010-08-18,45.55,0.23,0.46,0.7,
2010-08-19,44.86,0.22,0.43,0.68,
2010-08-20,44.92,0.22,0.44,0.68,
2010-08-23,44.48,0.21,0.42,0.66,
2010-08-24,43.65,0.2,0.4,0.62,
2010-08-25,44.07,0.21,0.41,0.63,
2010-08-26,43.54,0.2,0.39,0.61,
2010-08-27,44.07,0.21,0.41,0.64,
2010-08-30,43.61,0.2,0.38,0.61,
2010-08-31,43.46,0.2,0.36,0.6,
2010-09-01,44.76,0.22,0.39,0.65,
2010-09-02,45.26,0.22,0.42,0.67,
2010-09-03,46.01,0.23,0.44,0.7,
2010-09-07,45.7,0.23,0.41,0.69,
2010-09-08,46.25,0.24,0.41,0.69,
2010-09-09,46.43,0.24,0.41,0.7,
2010-09-10,46.6,0.24,0.39,0.7,
2010-09-13,47.25,0.25,0.43,0.74,
2010-09-14,47.45,0.26,0.45,0.76,
2010-09-15,47.75,0.26,0.45,0.77,
2010-09-16,47.94,0.26,0.46,0.78,
2010-09-17,47.99,0.27,0.46,0.79,
2010-09-20,48.83,0.28,0.47,0.82,
2010-09-21,48.82,0.28,0.46,0.82,
2010-09-22,48.69,0.28,0.44,0.8,
2010-09-23,48.67,0.28,0.45,0.81,
2010-09-24,49.66,0.29,0.5,0.86,
2010-09-27,49.39,0.29,0.5,0.85,
2010-09-28,49.37,0.29,0.52,0.86,
2010-09-29,49.29,0.29,0.53,0.86,
2010-09-30,49.07,0.28,0.52,0.84,
2010-10-01,49.01,0.28,0.51,0.84,
2010-10-04,48.48,0.27,0.49,0.81,
2010-10-05,49.66,0.29,0.52,0.86,
2010-10-06,49.23,0.29,0.51,0.85,
2010-10-07,49.41,0.29,0.51,0.85,
2010-10-08,49.75,0.3,0.52,0.87,
2010-10-11,49.77,0.3,0.53,0.87,
2010-10-12,50.11,0.3,0.54,0.89,
2010-10-13,50.52,0.31,0.55,0.92,
2010-10-14,50.42,0.31,0.54,0.92,
2010-10-15,51.49,0.33,0.55,0.97,
2010-10-18,51.3,0.33,0.54,0.98,
2010-10-19,50.82,0.31,0.52,0.93,
2010-10-20,51.19,0.32,0.53,0.95,
2010-10-21,51.29,0.32,0.52,0.95,
2010-10-22,51.64,0.33,0.55,0.97,
2010-10-25,51.89,0.33,0.57,0.98,
2010-10-26,52.03,0.34,0.56,0.98,
2010-10-27,52.19,0.34,0.61,1.0,
2010-10-28,52.3,0.34,0.61,1.0,
2010-10-29,52.18,0.34,0.63,1.01,
2010-11-01,52.22,0.34,0.62,1.02,
2010-11-02,52.78,0.35,0.63,1.04,
2010-11-03,53.02,0.36,0.65,1.06,
2010-11-04,53.67,0.37,0.71,1.11,
2010-11-05,53.67,0.37,0.73,1.11,
2010-11-08,53.74,0.37,0.73,1.12,
2010-11-09,53.45,0.36,0.7,1.1,
2010-11-10,53.72,0.37,0.7,1.11,
2010-11-11,53.38,0.36,0.68,1.05,
2010-11-12,52.51,0.35,0.67,1.01,
2010-11-15,52.31,0.34,0.66,1.0,
2010-11-16,51.45,0.32,0.63,0.94,
2010-11-17,51.6,0.33,0.63,0.94,
2010-11-18,52.43,0.34,0.66,0.99,
2010-11-19,52.47,0.34,0.7,1.0,
2010-11-22,52.91,0.35,0.72,1.02,
2010-11-23,52.07,0.34,0.7,0.98,
2010-11-24,53.12,0.36,0.76,1.03,
2010-11-26,52.77,0.35,0.75,1.02,
2010-11-29,52.73,0.35,0.74,1.0,
2010-11-30,52.09,0.34,0.71,0.96,
2010-12-01,53.19,0.36,0.78,1.02,
2010-12-02,53.73,0.37,0.83,1.07,
2010-12-03,53.87,0.37,0.84,1.08,
2010-12-06,53.85,0.37,0.83,1.08,
2010-12-07,53.88,0.37,0.83,1.08,
2010-12-08,54.08,0.38,0.86,1.1,
2010-12-09,54.13,0.38,0.86,1.1,
2010-12-10,54.49,0.38,0.86,1.12,
2010-12-13,54.3,0.38,0.85,1.1,
2010-12-14,54.4,0.38,0.83,1.1,
2010-12-15,54.16,0.38,0.8,1.09,
2010-12-16,54.58,0.38,0.81,1.11,
2010-12-17,54.52,0.39,0.83,1.12,
2010-12-20,54.56,0.39,0.82,1.12,
2010-12-21,54.89,0.39,0.84,1.15,
2010-12-22,54.88,0.39,0.84,1.14,
2010-12-23,54.74,0.39,0.83,1.14,
2010-12-27,54.77,0.39,0.84,1.14,
2010-12-28,54.67,0.39,0.83,1.14,
2010-12-29,54.79,0.39,0.83,1.15,
2010-12-30,54.66,0.39,0.84,1.14,
2010-12-31,54.46,0.39,0.83,1.14,
2011-01-03,55.31,0.4,0.85,1.17,
2011-01-04,55.27,0.4,0.85,1.18,
2011-01-05,55.74,0.41,0.86,1.2,
2011-01-06,55.92,0.42,0.91,1.23,
2011-01-07,55.87,0.41,0.92,1.22,
2011-01-10,56.08,0.42,0.95,1.23,
2011-01-11,56.16,0.42,0.96,1.24,
2011-01-12,56.56,0.43,1.01,1.27,
2011-01-13,56.58,0.43,1.01,1.27,
2011-01-14,57.0,0.44,1.09,1.3,
2011-01-18,57.16,0.44,1.08,1.31,
2011-01-19,56.51,0.43,1.0,1.28,
2011-01-20,56.11,0.42,0.97,1.25,
2011-01-21,55.68,0.41,0.95,1.23,
2011-01-24,56.45,0.43,1.02,1.28,
2011-01-25,56.53,0.43,1.0,1.29,
2011-01-26,56.83,0.43,1.03,1.31,
2011-01-27,57.18,0.44,1.08,1.34,
2011-01-28,55.73,0.41,0.99,1.25,
2011-01-31,56.0,0.42,1.01,1.27,
2011-02-01,57.05,0.44,1.08,1.33,
2011-02-02,56.96,0.44,1.1,1.34,
2011-02-03,57.06,0.44,1.1,1.35,
2011-02-04,57.38,0.45,1.16,1.38,
2011-02-07,57.65,0.45,1.15,1.4,
2011-02-08,58.03,0.46,1.15,1.42,
2011-02-09,57.93,0.46,1.13,1.41,
2011-02-10,58.02,0.46,1.14,1.38,
2011-02-11,58.44,0.47,1.16,1.4,
2011-02-14,58.58,0.47,1.19,1.41,
2011-02-15,58.5,0.47,1.16,1.39,
2011-02-16,58.88,0.48,1.19,1.42,
2011-02-17,58.86,0.48,1.24,1.42,
2011-02-18,58.73,0.48,1.23,1.42,
2011-02-22,57.03,0.44,1.08,1.31,
2011-02-23,56.56,0.43,1.03,1.25,
2011-02-24,56.86,0.43,1.08,1.27,
2011-02-25,57.65,0.45,1.16,1.32,
2011-02-28,57.77,0.45,1.12,1.33,
2011-03-01,56.84,0.43,1.06,1.26,
2011-03-02,57.14,0.44,1.1,1.27,
2011-03-03,58.27,0.46,1.16,1.34,
2011-03-04,57.97,0.46,1.13,1.31,
2011-03-07,57.19,0.44,1.03,1.26,
2011-03-08,57.42,0.44,1.04,1.28,
2011-03-09,57.03,0.43,0.95,1.25,
2011-03-10,56.14,0.41,0.88,1.17,
2011-03-11,56.49,0.42,0.9,1.19,
2011-03-14,56.29,0.42,0.89,1.18,
2011-03-15,55.49,0.4,0.86,1.13,
2011-03-16,54.15,0.37,0.81,1.04,
2011-03-17,54.65,0.38,0.84,1.06,
2011-03-18,54.45,0.38,0.84,1.07,
2011-03-21,55.5,0.4,0.89,1.12,
2011-03-22,55.4,0.4,0.87,1.1,
2011-03-23,55.71,0.41,0.89,1.12,
2011-03-24,56.7,0.43,0.96,1.17,
2011-03-25,56.84,0.43,0.95,1.18,
2011-03-28,56.53,0.42,0.95,1.16,
2011-03-29,57.08,0.44,0.98,1.18,
2011-03-30,57.35,0.44,0.98,1.19,
2011-03-31,57.43,0.44,0.96,1.18,
2011-04-01,57.46,0.44,0.92,1.18,
2011-04-04,57.27,0.44,0.9,1.15,
2011-04-05,57.12,0.43,0.96,1.15,
2011-04-06,57.26,0.44,1.01,1.18,
2011-04-07,57.22,0.44,0.99,1.18,
2011-04-08,56.95,0.43,0.97,1.16,
2011-04-11,56.76,0.43,0.94,1.15,
2011-04-12,56.37,0.42,0.88,1.12,
2011-04-13,56.85,0.43,0.89,1.14,
2011-04-14,56.75,0.43,0.89,1.13,
2011-04-15,56.65,0.42,0.91,1.12,
2011-04-18,56.25,0.42,0.86,1.09,
2011-04-19,56.6,0.42,0.87,1.1,
2011-04-20,57.88,0.45,0.98,1.19,
2011-04-21,58.34,0.46,0.98,1.22,
2011-04-25,58.49,0.47,0.98,1.23,
2011-04-26,58.82,0.47,1.03,1.26,
2011-04-27,59.22,0.48,1.03,1.28,
2011-04-28,59.13,0.48,1.01,1.28,
2011-04-29,59.08,0.48,1.02,1.28,
2011-05-02,58.97,0.48,0.99,1.26,
2011-05-03,58.69,0.47,0.96,1.25,
2011-05-04,58.6,0.47,0.96,1.25,
2011-05-05,58.28,0.46,0.96,1.23,
2011-05-06,58.47,0.47,0.99,1.24,
2011-05-09,58.69,0.47,0.98,1.25,
2011-05-10,59.19,0.48,0.99,1.28,
2011-05-11,58.76,0.47,0.97,1.25,
2011-05-12,59.11,0.48,1.01,1.28,
2011-05-13,58.41,0.46,0.97,1.23,
2011-05-16,57.4,0.44,0.93,1.17,
2011-05-17,57.56,0.44,0.89,1.16,
2011-05-18,58.04,0.45,0.94,1.19,
2011-05-19,58.21,0.46,0.92,1.2,
2011-05-20,57.77,0.45,0.91,1.18,
2011-05-23,56.92,0.43,0.86,1.13,
2011-05-24,56.57,0.42,0.84,1.11,
2011-05-25,56.79,0.43,0.86,1.13,
2011-05-26,57.14,0.43,0.88,1.15,
2011-05-27,57.43,0.44,0.91,1.17,
2011-05-31,58.36,0.46,0.95,1.22,
2011-06-01,57.09,0.43,0.87,1.14,
2011-06-02,57.21,0.43,0.87,1.14,
2011-06-03,56.35,0.41,0.82,1.09,
2011-06-06,55.89,0.4,0.8,1.07,
2011-06-07,55.79,0.4,0.81,1.06,
2011-06-08,55.39,0.39,0.76,1.03,
2011-06-09,55.49,0.39,0.77,1.03,
2011-06-10,54.64,0.38,0.73,0.99,
2011-06-13,54.64,0.38,0.71,0.98,
2011-06-14,55.34,0.39,0.75,1.02,
2011-06-15,54.29,0.37,0.7,0.97,
2011-06-16,54.08,0.36,0.68,0.95,
2011-06-17,53.79,0.36,0.65,0.94,
2011-06-20,54.07,0.37,0.65,0.95,
2011-06-21,55.23,0.39,0.7,1.01,
2011-06-22,54.83,0.38,0.69,0.99,
2011-06-23,55.34,0.39,0.72,1.02,
2011-06-24,54.38,0.37,0.67,0.96,
2011-06-27,55.25,0.39,0.68,1.0,
2011-06-28,56.07,0.41,0.71,1.04,
2011-06-29,56.3,0.41,0.71,1.05,
2011-06-30,57.05,0.43,0.76,1.1,
2011-07-01,57.91,0.45,0.81,1.15,
2011-07-05,58.2,0.45,0.79,1.16,
2011-07-06,58.39,0.46,0.77,1.18,
2011-07-07,59.19,0.48,0.82,1.22,
2011-07-08,59.03,0.47,0.78,1.21,
2011-07-11,57.96,0.45,0.74,1.14,
2011-07-12,57.52,0.44,0.68,1.11,
2011-07-13,57.76,0.44,0.67,1.12,
2011-07-14,57.09,0.43,0.64,1.09,
2011-07-15,57.85,0.45,0.65,1.13,
2011-07-18,57.54,0.44,0.62,1.12,
2011-07-19,58.85,0.47,0.68,1.21,
2011-07-20,58.6,0.46,0.68,1.19,
2011-07-21,58.99,0.47,0.69,1.21,
2011-07-22,59.6,0.49,0.74,1.26,
2011-07-25,59.48,0.48,0.71,1.25,
2011-07-26,59.63,0.49,0.73,1.26,
2011-07-27,58.09,0.45,0.65,1.15,
2011-07-28,58.19,0.45,0.65,1.15,
2011-07-29,58.0,0.45,0.63,1.13,
2011-08-01,57.73,0.44,0.63,1.12,
2011-08-02,56.27,0.41,0.57,1.04,
2011-08-03,56.81,0.42,0.59,1.08,
2011-08-04,54.17,0.36,0.49,0.93,
2011-08-05,53.83,0.35,0.46,0.9,
2011-08-08,50.59,0.29,0.39,0.75,
2011-08-09,53.03,0.33,0.44,0.85,
2011-08-10,50.86,0.29,0.41,0.75,
2011-08-11,53.1,0.33,0.47,0.85,
2011-08-12,53.57,0.34,0.47,0.87,
2011-08-15,54.36,0.35,0.5,0.92,
2011-08-16,53.9,0.34,0.47,0.88,
2011-08-17,53.58,0.34,0.46,0.86,
2011-08-18,50.95,0.29,0.38,0.73,
2011-08-19,50.03,0.27,0.36,0.67,
2011-08-22,50.21,0.28,0.37,0.68,
2011-08-23,52.28,0.31,0.42,0.76,
2011-08-24,52.69,0.32,0.42,0.77,
2011-08-25,51.83,0.3,0.39,0.74,
2011-08-26,53.13,0.32,0.42,0.79,
2011-08-29,54.61,0.35,0.47,0.86,
2011-08-30,54.97,0.36,0.47,0.86,
2011-08-31,55.06,0.36,0.46,0.87,
2011-09-01,54.56,0.35,0.43,0.84,
2011-09-02,53.28,0.33,0.4,0.78,
2011-09-06,53.29,0.33,0.4,0.76,
2011-09-07,54.64,0.35,0.45,0.83,
2011-09-08,54.39,0.34,0.44,0.82,
2011-09-09,53.18,0.32,0.43,0.76,
2011-09-12,53.86,0.33,0.46,0.79,
2011-09-13,54.58,0.35,0.49,0.82,
2011-09-14,55.36,0.36,0.53,0.87,
2011-09-15,56.18,0.38,0.55,0.91,
2011-09-16,56.59,0.39,0.56,0.93,
2011-09-19,56.61,0.39,0.54,0.93,
2011-09-20,56.36,0.38,0.52,0.92,
2011-09-21,55.38,0.36,0.49,0.88,
2011-09-22,53.58,0.33,0.44,0.8,
2011-09-23,54.15,0.34,0.46,0.82,
2011-09-26,54.78,0.35,0.46,0.86,
2011-09-27,55.35,0.36,0.49,0.89,
2011-09-28,54.53,0.34,0.44,0.85,
2011-09-29,53.88,0.33,0.43,0.84,
2011-09-30,52.49,0.31,0.38,0.77,
2011-10-03,51.14,0.28,0.34,0.71,
2011-10-04,52.19,0.3,0.38,0.76,
2011-10-05,53.53,0.32,0.42,0.82,
2011-10-06,54.43,0.34,0.43,0.86,
2011-10-07,54.07,0.33,0.44,0.84,
2011-10-10,55.94,0.37,0.48,0.93,
2011-10-11,56.32,0.38,0.47,0.95,
2011-10-12,56.6,0.38,0.49,0.96,
2011-10-13,57.12,0.39,0.52,0.99,
2011-10-14,58.18,0.41,0.53,1.06,
2011-10-17,57.28,0.39,0.49,1.0,
2011-10-18,57.99,0.41,0.52,1.03,
2011-10-19,56.87,0.39,0.49,0.96,
2011-10-20,56.59,0.38,0.46,0.95,
2011-10-21,57.3,0.39,0.49,0.98,
2011-10-24,58.49,0.42,0.54,1.04,
2011-10-25,57.34,0.4,0.51,0.99,
2011-10-26,57.27,0.39,0.52,1.01,
2011-10-27,58.85,0.43,0.59,1.1,
2011-10-28,58.94,0.43,0.59,1.1,
2011-10-31,57.95,0.41,0.55,1.04,
2011-11-01,56.44,0.37,0.5,0.96,
2011-11-02,56.92,0.38,0.5,0.99,
2011-11-03,58.1,0.41,0.55,1.06,
2011-11-04,57.8,0.4,0.57,1.05,
2011-11-07,58.21,0.41,0.56,1.07,
2011-11-08,58.88,0.42,0.57,1.1,
2011-11-09,56.81,0.38,0.5,0.98,
2011-11-10,56.78,0.38,0.51,0.98,
2011-11-11,57.85,0.4,0.56,1.04,
2011-11-14,57.49,0.39,0.54,1.03,
2011-11-15,58.13,0.4,0.56,1.07,
2011-11-16,57.17,0.38,0.55,1.03,
2011-11-17,55.83,0.36,0.49,0.96,
2011-11-18,55.4,0.35,0.48,0.93,
2011-11-21,54.34,0.33,0.45,0.88,
2011-11-22,54.52,0.33,0.43,0.87,
2011-11-23,53.29,0.31,0.39,0.81,
2011-11-25,52.88,0.3,0.38,0.79,
2011-11-28,54.72,0.33,0.41,0.87,
2011-11-29,54.38,0.33,0.41,0.86,
2011-11-30,56.39,0.36,0.47,0.96,
2011-12-01,56.78,0.37,0.48,0.97,
2011-12-02,56.62,0.37,0.48,0.97,
2011-12-05,57.24,0.38,0.49,1.01,
2011-12-06,57.08,0.38,0.49,1.01,
2011-12-07,57.08,0.38,0.51,1.01,
2011-12-08,56.12,0.36,0.47,0.96,
2011-12-09,57.02,0.38,0.48,1.0,
2011-12-12,56.38,0.36,0.44,0.96,
2011-12-13,55.76,0.35,0.41,0.93,
2011-12-14,54.89,0.34,0.39,0.88,
2011-12-15,54.74,0.33,0.39,0.87,
2011-12-16,54.86,0.34,0.4,0.88,
2011-12-19,54.32,0.33,0.37,0.85,
2011-12-20,55.93,0.36,0.41,0.92,
2011-12-21,55.13,0.34,0.4,0.87,
2011-12-22,55.6,0.35,0.44,0.9,
2011-12-23,56.08,0.36,0.45,0.92,
2011-12-27,56.24,0.36,0.45,0.93,
2011-12-28,55.59,0.35,0.43,0.9,
2011-12-29,55.99,0.36,0.44,0.92,
2011-12-30,55.83,0.35,0.43,0.91,
2012-01-03,56.9,0.37,0.45,0.95,
2012-01-04,57.14,0.38,0.45,0.97,
2012-01-05,57.61,0.39,0.47,0.99,
2012-01-06,57.81,0.39,0.47,0.99,
2012-01-09,57.62,0.39,0.5,0.99,
2012-01-10,58.04,0.4,0.51,1.0,
2012-01-11,58.16,0.4,0.52,1.01,
2012-01-12,58.39,0.4,0.54,1.02,
2012-01-13,58.18,0.4,0.5,1.0,
2012-01-17,58.71,0.41,0.51,1.01,
2012-01-18,59.49,0.43,0.58,1.07,
2012-01-19,59.86,0.44,0.62,1.09,
2012-01-20,59.77,0.43,0.63,1.1,
2012-01-23,59.79,0.43,0.62,1.12,
2012-01-24,59.68,0.43,0.63,1.12,
2012-01-25,60.43,0.45,0.64,1.15,
2012-01-26,60.22,0.44,0.62,1.13,
2012-01-27,60.4,0.45,0.62,1.14,
2012-01-30,60.45,0.45,0.6,1.15,
2012-01-31,60.53,0.45,0.61,1.16,
2012-02-01,61.02,0.46,0.65,1.19,
2012-02-02,61.21,0.47,0.66,1.2,
2012-02-03,62.05,0.48,0.69,1.25,
2012-02-06,62.0,0.48,0.66,1.25,
2012-02-07,62.13,0.49,0.66,1.26,
2012-02-08,62.46,0.49,0.69,1.29,
2012-02-09,62.91,0.5,0.7,1.33,
2012-02-10,62.47,0.49,0.65,1.29,
2012-02-13,63.05,0.51,0.66,1.32,
2012-02-14,63.21,0.51,0.67,1.33,
2012-02-15,62.77,0.5,0.68,1.31,
2012-02-16,63.63,0.52,0.73,1.37,
2012-02-17,63.43,0.52,0.71,1.36,
2012-02-21,63.61,0.52,0.68,1.38,
2012-02-22,63.32,0.51,0.67,1.36,
2012-02-23,63.74,0.52,0.68,1.37,
2012-02-24,63.96,0.53,0.67,1.39,
2012-02-27,64.05,0.53,0.67,1.4,
2012-02-28,64.7,0.55,0.71,1.43,
2012-02-29,64.41,0.54,0.67,1.41,
2012-03-01,64.92,0.55,0.67,1.44,
2012-03-02,64.87,0.55,0.65,1.43,
2012-03-05,64.2,0.53,0.6,1.38,
2012-03-06,63.57,0.52,0.59,1.34,
2012-03-07,64.06,0.53,0.61,1.37,
2012-03-08,64.75,0.55,0.64,1.41,
2012-03-09,65.02,0.55,0.66,1.43,
2012-03-12,65.05,0.55,0.64,1.44,
2012-03-13,66.26,0.59,0.68,1.53,
2012-03-14,66.49,0.59,0.68,1.56,
2012-03-15,66.68,0.6,0.72,1.57,
2012-03-16,66.52,0.6,0.72,1.57,
2012-03-19,66.99,0.61,0.74,1.61,
2012-03-20,67.11,0.61,0.72,1.61,
2012-03-21,67.12,0.61,0.73,1.6,
2012-03-22,66.98,0.61,0.72,1.59,
2012-03-23,66.94,0.61,0.72,1.59,
2012-03-26,68.11,0.64,0.75,1.66,
2012-03-27,68.21,0.64,0.75,1.67,
2012-03-28,67.94,0.63,0.72,1.66,
2012-03-29,67.68,0.63,0.73,1.65,
2012-03-30,67.55,0.62,0.73,1.64,
2012-04-02,68.25,0.64,0.73,1.69,
2012-04-03,68.23,0.64,0.7,1.68,
2012-04-04,67.3,0.62,0.65,1.61,
2012-04-05,67.72,0.63,0.66,1.62,
2012-04-09,67.21,0.61,0.63,1.59,
2012-04-10,66.13,0.58,0.6,1.53,
2012-04-11,66.45,0.59,0.63,1.55,
2012-04-12,67.21,0.61,0.66,1.61,
2012-04-13,66.19,0.58,0.62,1.53,
2012-04-16,65.45,0.57,0.63,1.47,
2012-04-17,66.78,0.6,0.65,1.57,
2012-04-18,66.61,0.59,0.64,1.54,
2012-04-19,65.86,0.58,0.62,1.47,
2012-04-20,65.68,0.57,0.57,1.44,
2012-04-23,65.08,0.55,0.55,1.41,
2012-04-24,64.73,0.54,0.54,1.38,
2012-04-25,66.45,0.59,0.58,1.51,
2012-04-26,66.84,0.6,0.61,1.54,
2012-04-27,67.24,0.61,0.62,1.54,
2012-04-30,66.76,0.6,0.61,1.5,
2012-05-01,66.87,0.6,0.61,1.51,
2012-05-02,67.06,0.6,0.62,1.52,
2012-05-03,66.35,0.58,0.58,1.48,
2012-05-04,64.7,0.54,0.54,1.37,
2012-05-07,64.76,0.54,0.54,1.36,
